,location,date,inc_hosp,population,rate
35500,AK,2020-12-05,17.0,731545,2.323848840467777
35501,AK,2020-12-06,14.0,731545,1.9137578686205223
35502,AK,2020-12-07,20.0,731545,2.733939812315032
35503,AK,2020-12-08,11.0,731545,1.5036668967732676
35504,AK,2020-12-09,11.0,731545,1.5036668967732676
35505,AK,2020-12-10,20.0,731545,2.733939812315032
35506,AK,2020-12-11,9.0,731545,1.2302729155417642
35507,AK,2020-12-12,20.0,731545,2.733939812315032
35508,AK,2020-12-13,16.0,731545,2.1871518498520257
35509,AK,2020-12-14,14.0,731545,1.9137578686205223
35510,AK,2020-12-15,13.0,731545,1.7770608780047705
35511,AK,2020-12-16,14.0,731545,1.9137578686205223
35512,AK,2020-12-17,12.0,731545,1.6403638873890192
35513,AK,2020-12-18,11.0,731545,1.5036668967732676
35514,AK,2020-12-19,9.0,731545,1.2302729155417642
35515,AK,2020-12-20,8.0,731545,1.0935759249260129
35516,AK,2020-12-21,5.0,731545,0.683484953078758
35517,AK,2020-12-22,13.0,731545,1.7770608780047705
35518,AK,2020-12-23,11.0,731545,1.5036668967732676
35519,AK,2020-12-24,4.0,731545,0.5467879624630064
35520,AK,2020-12-25,10.0,731545,1.366969906157516
35521,AK,2020-12-26,14.0,731545,1.9137578686205223
35522,AK,2020-12-27,8.0,731545,1.0935759249260129
35523,AK,2020-12-28,12.0,731545,1.6403638873890192
35524,AK,2020-12-29,7.0,731545,0.9568789343102612
35525,AK,2020-12-30,13.0,731545,1.7770608780047705
35526,AK,2020-12-31,7.0,731545,0.9568789343102612
35527,AK,2021-01-01,8.0,731545,1.0935759249260129
35528,AK,2021-01-02,20.0,731545,2.733939812315032
35529,AK,2021-01-03,12.0,731545,1.6403638873890192
35530,AK,2021-01-04,17.0,731545,2.323848840467777
35531,AK,2021-01-05,6.0,731545,0.8201819436945096
35532,AK,2021-01-06,12.0,731545,1.6403638873890192
35533,AK,2021-01-07,5.0,731545,0.683484953078758
35534,AK,2021-01-08,4.0,731545,0.5467879624630064
35535,AK,2021-01-09,7.0,731545,0.9568789343102612
35536,AK,2021-01-10,7.0,731545,0.9568789343102612
35537,AK,2021-01-11,8.0,731545,1.0935759249260129
35538,AK,2021-01-12,15.0,731545,2.050454859236274
35539,AK,2021-01-13,3.0,731545,0.4100909718472548
35540,AK,2021-01-14,6.0,731545,0.8201819436945096
35541,AK,2021-01-15,8.0,731545,1.0935759249260129
35542,AK,2021-01-16,5.0,731545,0.683484953078758
35543,AK,2021-01-17,5.0,731545,0.683484953078758
35544,AK,2021-01-18,4.0,731545,0.5467879624630064
35545,AK,2021-01-19,4.0,731545,0.5467879624630064
35546,AK,2021-01-20,5.0,731545,0.683484953078758
35547,AK,2021-01-21,7.0,731545,0.9568789343102612
35548,AK,2021-01-22,5.0,731545,0.683484953078758
35549,AK,2021-01-23,4.0,731545,0.5467879624630064
35550,AK,2021-01-24,8.0,731545,1.0935759249260129
35551,AK,2021-01-25,5.0,731545,0.683484953078758
35552,AK,2021-01-26,3.0,731545,0.4100909718472548
35553,AK,2021-01-27,5.0,731545,0.683484953078758
35554,AK,2021-01-28,3.0,731545,0.4100909718472548
35555,AK,2021-01-29,1.0,731545,0.1366969906157516
35556,AK,2021-01-30,2.0,731545,0.2733939812315032
35557,AK,2021-01-31,3.0,731545,0.4100909718472548
35558,AK,2021-02-01,7.0,731545,0.9568789343102612
35559,AK,2021-02-02,3.0,731545,0.4100909718472548
35560,AK,2021-02-03,4.0,731545,0.5467879624630064
35561,AK,2021-02-04,2.0,731545,0.2733939812315032
35562,AK,2021-02-05,4.0,731545,0.5467879624630064
35563,AK,2021-02-06,4.0,731545,0.5467879624630064
35564,AK,2021-02-07,3.0,731545,0.4100909718472548
35565,AK,2021-02-08,3.0,731545,0.4100909718472548
35566,AK,2021-02-09,7.0,731545,0.9568789343102612
35567,AK,2021-02-10,4.0,731545,0.5467879624630064
35568,AK,2021-02-11,3.0,731545,0.4100909718472548
35569,AK,2021-02-12,2.0,731545,0.2733939812315032
35570,AK,2021-02-13,3.0,731545,0.4100909718472548
35571,AK,2021-02-14,5.0,731545,0.683484953078758
35572,AK,2021-02-15,7.0,731545,0.9568789343102612
35573,AK,2021-02-16,5.0,731545,0.683484953078758
35574,AK,2021-02-17,7.0,731545,0.9568789343102612
35575,AK,2021-02-18,5.0,731545,0.683484953078758
35576,AK,2021-02-19,5.0,731545,0.683484953078758
35577,AK,2021-02-20,5.0,731545,0.683484953078758
35578,AK,2021-02-21,7.0,731545,0.9568789343102612
35579,AK,2021-02-22,9.0,731545,1.2302729155417642
35580,AK,2021-02-23,3.0,731545,0.4100909718472548
35581,AK,2021-02-24,6.0,731545,0.8201819436945096
35582,AK,2021-02-25,2.0,731545,0.2733939812315032
35583,AK,2021-02-26,1.0,731545,0.1366969906157516
35584,AK,2021-02-27,3.0,731545,0.4100909718472548
35585,AK,2021-02-28,1.0,731545,0.1366969906157516
35586,AK,2021-03-01,7.0,731545,0.9568789343102612
35587,AK,2021-03-02,6.0,731545,0.8201819436945096
35588,AK,2021-03-03,4.0,731545,0.5467879624630064
35589,AK,2021-03-04,3.0,731545,0.4100909718472548
35590,AK,2021-03-05,6.0,731545,0.8201819436945096
35591,AK,2021-03-06,5.0,731545,0.683484953078758
35592,AK,2021-03-07,5.0,731545,0.683484953078758
35593,AK,2021-03-08,4.0,731545,0.5467879624630064
35594,AK,2021-03-09,4.0,731545,0.5467879624630064
35595,AK,2021-03-10,5.0,731545,0.683484953078758
35596,AK,2021-03-11,6.0,731545,0.8201819436945096
35597,AK,2021-03-12,2.0,731545,0.2733939812315032
35598,AK,2021-03-13,4.0,731545,0.5467879624630064
35599,AK,2021-03-14,7.0,731545,0.9568789343102612
35600,AK,2021-03-15,6.0,731545,0.8201819436945096
35601,AK,2021-03-16,4.0,731545,0.5467879624630064
35602,AK,2021-03-17,8.0,731545,1.0935759249260129
35603,AK,2021-03-18,5.0,731545,0.683484953078758
35604,AK,2021-03-19,8.0,731545,1.0935759249260129
35605,AK,2021-03-20,9.0,731545,1.2302729155417642
35606,AK,2021-03-21,5.0,731545,0.683484953078758
35607,AK,2021-03-22,5.0,731545,0.683484953078758
35608,AK,2021-03-23,4.0,731545,0.5467879624630064
35609,AK,2021-03-24,2.0,731545,0.2733939812315032
35610,AK,2021-03-25,4.0,731545,0.5467879624630064
35611,AK,2021-03-26,4.0,731545,0.5467879624630064
35612,AK,2021-03-27,9.0,731545,1.2302729155417642
35613,AK,2021-03-28,4.0,731545,0.5467879624630064
35614,AK,2021-03-29,6.0,731545,0.8201819436945096
35615,AK,2021-03-30,7.0,731545,0.9568789343102612
35616,AK,2021-03-31,9.0,731545,1.2302729155417642
35617,AK,2021-04-01,12.0,731545,1.6403638873890192
35618,AK,2021-04-02,2.0,731545,0.2733939812315032
35619,AK,2021-04-03,5.0,731545,0.683484953078758
35620,AK,2021-04-04,3.0,731545,0.4100909718472548
35621,AK,2021-04-05,8.0,731545,1.0935759249260129
35622,AK,2021-04-06,10.0,731545,1.366969906157516
35623,AK,2021-04-07,12.0,731545,1.6403638873890192
35624,AK,2021-04-08,2.0,731545,0.2733939812315032
35625,AK,2021-04-09,4.0,731545,0.5467879624630064
35626,AK,2021-04-10,4.0,731545,0.5467879624630064
35627,AK,2021-04-11,4.0,731545,0.5467879624630064
35628,AK,2021-04-12,4.0,731545,0.5467879624630064
35629,AK,2021-04-13,6.0,731545,0.8201819436945096
35630,AK,2021-04-14,6.0,731545,0.8201819436945096
35631,AK,2021-04-15,6.0,731545,0.8201819436945096
35632,AK,2021-04-16,3.0,731545,0.4100909718472548
35633,AK,2021-04-17,4.0,731545,0.5467879624630064
35634,AK,2021-04-18,9.0,731545,1.2302729155417642
35635,AK,2021-04-19,8.0,731545,1.0935759249260129
35636,AK,2021-04-20,7.0,731545,0.9568789343102612
35637,AK,2021-04-21,8.0,731545,1.0935759249260129
35638,AK,2021-04-22,5.0,731545,0.683484953078758
35639,AK,2021-04-23,9.0,731545,1.2302729155417642
35640,AK,2021-04-24,9.0,731545,1.2302729155417642
35641,AK,2021-04-25,6.0,731545,0.8201819436945096
35642,AK,2021-04-26,6.0,731545,0.8201819436945096
35643,AK,2021-04-27,6.0,731545,0.8201819436945096
35644,AK,2021-04-28,6.0,731545,0.8201819436945096
35645,AK,2021-04-29,8.0,731545,1.0935759249260129
35646,AK,2021-04-30,7.0,731545,0.9568789343102612
35647,AK,2021-05-01,7.0,731545,0.9568789343102612
35648,AK,2021-05-02,5.0,731545,0.683484953078758
35649,AK,2021-05-03,5.0,731545,0.683484953078758
35650,AK,2021-05-04,4.0,731545,0.5467879624630064
35651,AK,2021-05-05,4.0,731545,0.5467879624630064
35652,AK,2021-05-06,3.0,731545,0.4100909718472548
35653,AK,2021-05-07,5.0,731545,0.683484953078758
35654,AK,2021-05-08,4.0,731545,0.5467879624630064
35655,AK,2021-05-09,4.0,731545,0.5467879624630064
35656,AK,2021-05-10,7.0,731545,0.9568789343102612
35657,AK,2021-05-11,2.0,731545,0.2733939812315032
35658,AK,2021-05-12,7.0,731545,0.9568789343102612
35659,AK,2021-05-13,5.0,731545,0.683484953078758
35660,AK,2021-05-14,2.0,731545,0.2733939812315032
35661,AK,2021-05-15,2.0,731545,0.2733939812315032
35662,AK,2021-05-16,3.0,731545,0.4100909718472548
35663,AK,2021-05-17,0.0,731545,0.0
35664,AK,2021-05-18,3.0,731545,0.4100909718472548
35665,AK,2021-05-19,5.0,731545,0.683484953078758
35666,AK,2021-05-20,2.0,731545,0.2733939812315032
35667,AK,2021-05-21,1.0,731545,0.1366969906157516
35668,AK,2021-05-22,0.0,731545,0.0
35669,AK,2021-05-23,3.0,731545,0.4100909718472548
35670,AK,2021-05-24,4.0,731545,0.5467879624630064
35671,AK,2021-05-25,5.0,731545,0.683484953078758
35672,AK,2021-05-26,2.0,731545,0.2733939812315032
35673,AK,2021-05-27,2.0,731545,0.2733939812315032
35674,AK,2021-05-28,0.0,731545,0.0
35675,AK,2021-05-29,3.0,731545,0.4100909718472548
35676,AK,2021-05-30,6.0,731545,0.8201819436945096
35677,AK,2021-05-31,1.0,731545,0.1366969906157516
35678,AK,2021-06-01,3.0,731545,0.4100909718472548
35679,AK,2021-06-02,2.0,731545,0.2733939812315032
35680,AK,2021-06-03,6.0,731545,0.8201819436945096
35681,AK,2021-06-04,4.0,731545,0.5467879624630064
35682,AK,2021-06-05,2.0,731545,0.2733939812315032
35683,AK,2021-06-06,2.0,731545,0.2733939812315032
35684,AK,2021-06-07,1.0,731545,0.1366969906157516
35685,AK,2021-06-08,2.0,731545,0.2733939812315032
35686,AK,2021-06-09,4.0,731545,0.5467879624630064
35687,AK,2021-06-10,2.0,731545,0.2733939812315032
35688,AK,2021-06-11,4.0,731545,0.5467879624630064
35689,AK,2021-06-12,1.0,731545,0.1366969906157516
35690,AK,2021-06-13,1.0,731545,0.1366969906157516
35691,AK,2021-06-14,2.0,731545,0.2733939812315032
35692,AK,2021-06-15,2.0,731545,0.2733939812315032
35693,AK,2021-06-16,1.0,731545,0.1366969906157516
35694,AK,2021-06-17,1.0,731545,0.1366969906157516
35695,AK,2021-06-18,1.0,731545,0.1366969906157516
35696,AK,2021-06-19,0.0,731545,0.0
35697,AK,2021-06-20,1.0,731545,0.1366969906157516
35698,AK,2021-06-21,4.0,731545,0.5467879624630064
35699,AK,2021-06-22,3.0,731545,0.4100909718472548
35700,AK,2021-06-23,3.0,731545,0.4100909718472548
35701,AK,2021-06-24,2.0,731545,0.2733939812315032
35702,AK,2021-06-25,0.0,731545,0.0
35703,AK,2021-06-26,1.0,731545,0.1366969906157516
35704,AK,2021-06-27,3.0,731545,0.4100909718472548
35705,AK,2021-06-28,2.0,731545,0.2733939812315032
35706,AK,2021-06-29,5.0,731545,0.683484953078758
35707,AK,2021-06-30,2.0,731545,0.2733939812315032
35708,AK,2021-07-01,6.0,731545,0.8201819436945096
275,AL,2020-10-01,106.0,4903185,2.1618600970593604
276,AL,2020-10-02,120.0,4903185,2.447388789123804
277,AL,2020-10-03,98.0,4903185,1.9987008444511067
278,AL,2020-10-04,97.0,4903185,1.978305937875075
279,AL,2020-10-05,126.0,4903185,2.5697582285799947
280,AL,2020-10-06,134.0,4903185,2.732917481188248
281,AL,2020-10-07,121.0,4903185,2.4677836956998362
282,AL,2020-10-08,116.0,4903185,2.3658091628196773
283,AL,2020-10-09,101.0,4903185,2.059885564179202
284,AL,2020-10-10,98.0,4903185,1.9987008444511067
285,AL,2020-10-11,108.0,4903185,2.2026499102114236
286,AL,2020-10-12,127.0,4903185,2.590153135156026
287,AL,2020-10-13,138.0,4903185,2.814497107492375
288,AL,2020-10-14,126.0,4903185,2.5697582285799947
289,AL,2020-10-15,140.0,4903185,2.8552869206444385
290,AL,2020-10-16,126.0,4903185,2.5697582285799947
291,AL,2020-10-17,109.0,4903185,2.2230448167874557
292,AL,2020-10-18,126.0,4903185,2.5697582285799947
293,AL,2020-10-19,139.0,4903185,2.8348920140684064
294,AL,2020-10-20,152.0,4903185,3.100025799556819
295,AL,2020-10-21,151.0,4903185,3.079630892980787
296,AL,2020-10-22,175.0,4903185,3.569108650805548
297,AL,2020-10-23,152.0,4903185,3.100025799556819
298,AL,2020-10-24,150.0,4903185,3.0592359864047554
299,AL,2020-10-25,150.0,4903185,3.0592359864047554
300,AL,2020-10-26,172.0,4903185,3.507923931077453
301,AL,2020-10-27,188.0,4903185,3.8342424362939598
302,AL,2020-10-28,149.0,4903185,3.0388410798287238
303,AL,2020-10-29,158.0,4903185,3.222395239013009
304,AL,2020-10-30,150.0,4903185,3.0592359864047554
305,AL,2020-10-31,136.0,4903185,2.773707294340311
306,AL,2020-11-01,166.0,4903185,3.3855544916212623
307,AL,2020-11-02,144.0,4903185,2.936866546948565
308,AL,2020-11-03,144.0,4903185,2.936866546948565
309,AL,2020-11-04,165.0,4903185,3.3651595850452307
310,AL,2020-11-05,159.0,4903185,3.24279014558904
311,AL,2020-11-06,178.0,4903185,3.630293370533643
312,AL,2020-11-07,175.0,4903185,3.569108650805548
313,AL,2020-11-08,181.0,4903185,3.691478090261738
314,AL,2020-11-09,196.0,4903185,3.9974016889022135
315,AL,2020-11-10,207.0,4903185,4.221745661238562
316,AL,2020-11-11,186.0,4903185,3.7934526231418966
317,AL,2020-11-12,174.0,4903185,3.5487137442295165
318,AL,2020-11-13,181.0,4903185,3.691478090261738
319,AL,2020-11-14,189.0,4903185,3.8546373428699914
320,AL,2020-11-15,163.0,4903185,3.3243697718931675
321,AL,2020-11-16,221.0,4903185,4.507274353303006
322,AL,2020-11-17,202.0,4903185,4.119771128358404
323,AL,2020-11-18,224.0,4903185,4.568459073031101
324,AL,2020-11-19,192.0,4903185,3.915822062598087
325,AL,2020-11-20,187.0,4903185,3.8138475297179277
326,AL,2020-11-21,198.0,4903185,4.038191502054277
327,AL,2020-11-22,179.0,4903185,3.6506882771096745
328,AL,2020-11-23,217.0,4903185,4.425694726998879
329,AL,2020-11-24,243.0,4903185,4.955962297975703
330,AL,2020-11-25,227.0,4903185,4.629643792759196
331,AL,2020-11-26,205.0,4903185,4.180955848086499
332,AL,2020-11-27,245.0,4903185,4.996752111127767
333,AL,2020-11-28,221.0,4903185,4.507274353303006
334,AL,2020-11-29,244.0,4903185,4.976357204551735
335,AL,2020-11-30,308.0,4903185,6.2816312254177635
336,AL,2020-12-01,285.0,4903185,5.812548374169035
337,AL,2020-12-02,294.0,4903185,5.99610253335332
338,AL,2020-12-03,279.0,4903185,5.690178934712844
339,AL,2020-12-04,294.0,4903185,5.99610253335332
340,AL,2020-12-05,272.0,4903185,5.547414588680622
341,AL,2020-12-06,271.0,4903185,5.527019682104591
342,AL,2020-12-07,320.0,4903185,6.5263701043301445
343,AL,2020-12-08,320.0,4903185,6.5263701043301445
344,AL,2020-12-09,336.0,4903185,6.852688609546652
345,AL,2020-12-10,349.0,4903185,7.1178223950350645
346,AL,2020-12-11,348.0,4903185,7.097427488459033
347,AL,2020-12-12,337.0,4903185,6.8730835161226835
348,AL,2020-12-13,328.0,4903185,6.689529356938399
349,AL,2020-12-14,399.0,4903185,8.137567723836648
350,AL,2020-12-15,427.0,4903185,8.708625107965537
351,AL,2020-12-16,405.0,4903185,8.25993716329284
352,AL,2020-12-17,383.0,4903185,7.8112492186201425
353,AL,2020-12-18,366.0,4903185,7.464535806827603
354,AL,2020-12-19,359.0,4903185,7.321771460795381
355,AL,2020-12-20,352.0,4903185,7.1790071147631584
356,AL,2020-12-21,403.0,4903185,8.219147350140776
357,AL,2020-12-22,514.0,4903185,10.482981980080295
358,AL,2020-12-23,435.0,4903185,8.871784360573791
359,AL,2020-12-24,366.0,4903185,7.464535806827603
360,AL,2020-12-25,344.0,4903185,7.015847862154906
361,AL,2020-12-26,420.0,4903185,8.565860761933314
362,AL,2020-12-27,367.0,4903185,7.484930713403634
363,AL,2020-12-28,457.0,4903185,9.320472305246488
364,AL,2020-12-29,424.0,4903185,8.647440388237442
365,AL,2020-12-30,431.0,4903185,8.790204734269663
366,AL,2020-12-31,423.0,4903185,8.62704548166141
367,AL,2021-01-01,393.0,4903185,8.015198284380459
368,AL,2021-01-02,441.0,4903185,8.994153800029979
369,AL,2021-01-03,431.0,4903185,8.790204734269663
370,AL,2021-01-04,468.0,4903185,9.544816277582836
371,AL,2021-01-05,451.0,4903185,9.198102865790299
372,AL,2021-01-06,453.0,4903185,9.23889267894236
373,AL,2021-01-07,432.0,4903185,8.810599640845695
374,AL,2021-01-08,468.0,4903185,9.544816277582836
375,AL,2021-01-09,395.0,4903185,8.055988097532524
376,AL,2021-01-10,354.0,4903185,7.219796927915222
377,AL,2021-01-11,436.0,4903185,8.892179267149823
378,AL,2021-01-12,416.0,4903185,8.484281135629189
379,AL,2021-01-13,398.0,4903185,8.117172817260617
380,AL,2021-01-14,410.0,4903185,8.361911696172998
381,AL,2021-01-15,397.0,4903185,8.096777910684585
382,AL,2021-01-16,304.0,4903185,6.200051599113638
383,AL,2021-01-17,342.0,4903185,6.9750580490028415
384,AL,2021-01-18,354.0,4903185,7.219796927915222
385,AL,2021-01-19,360.0,4903185,7.342166367371413
386,AL,2021-01-20,319.0,4903185,6.505975197754112
387,AL,2021-01-21,322.0,4903185,6.567159917482208
388,AL,2021-01-22,270.0,4903185,5.50662477552856
389,AL,2021-01-23,239.0,4903185,4.874382671671577
390,AL,2021-01-24,240.0,4903185,4.894777578247608
391,AL,2021-01-25,307.0,4903185,6.261236318841732
392,AL,2021-01-26,284.0,4903185,5.792153467593003
393,AL,2021-01-27,285.0,4903185,5.812548374169035
394,AL,2021-01-28,267.0,4903185,5.445440055800464
395,AL,2021-01-29,236.0,4903185,4.813197951943482
396,AL,2021-01-30,210.0,4903185,4.282930380966657
397,AL,2021-01-31,235.0,4903185,4.79280304536745
398,AL,2021-02-01,260.0,4903185,5.302675709768242
399,AL,2021-02-02,225.0,4903185,4.5888539796071335
400,AL,2021-02-03,207.0,4903185,4.221745661238562
401,AL,2021-02-04,242.0,4903185,4.9355673913996725
402,AL,2021-02-05,210.0,4903185,4.282930380966657
403,AL,2021-02-06,177.0,4903185,3.609898463957611
404,AL,2021-02-07,191.0,4903185,3.895427156022055
405,AL,2021-02-08,194.0,4903185,3.95661187575015
406,AL,2021-02-09,184.0,4903185,3.752662809989833
407,AL,2021-02-10,176.0,4903185,3.5895035573815792
408,AL,2021-02-11,186.0,4903185,3.7934526231418966
409,AL,2021-02-12,146.0,4903185,2.9776563601006285
410,AL,2021-02-13,115.0,4903185,2.3454142562436457
411,AL,2021-02-14,133.0,4903185,2.7125225746122164
412,AL,2021-02-15,136.0,4903185,2.773707294340311
413,AL,2021-02-16,117.0,4903185,2.386204069395709
414,AL,2021-02-17,164.0,4903185,3.3447646784691996
415,AL,2021-02-18,133.0,4903185,2.7125225746122164
416,AL,2021-02-19,159.0,4903185,3.24279014558904
417,AL,2021-02-20,113.0,4903185,2.304624443091582
418,AL,2021-02-21,96.0,4903185,1.9579110312990435
419,AL,2021-02-22,124.0,4903185,2.528968415427931
420,AL,2021-02-23,106.0,4903185,2.1618600970593604
421,AL,2021-02-24,112.0,4903185,2.2842295365155505
422,AL,2021-02-25,92.0,4903185,1.8763314049949165
423,AL,2021-02-26,104.0,4903185,2.1210702839072972
424,AL,2021-02-27,83.0,4903185,1.6927772458106312
425,AL,2021-02-28,84.0,4903185,1.713172152386663
426,AL,2021-03-01,97.0,4903185,1.978305937875075
427,AL,2021-03-02,83.0,4903185,1.6927772458106312
428,AL,2021-03-03,77.0,4903185,1.5704078063544409
429,AL,2021-03-04,74.0,4903185,1.5092230866263459
430,AL,2021-03-05,79.0,4903185,1.6111976195065045
431,AL,2021-03-06,64.0,4903185,1.305274020866029
432,AL,2021-03-07,73.0,4903185,1.4888281800503143
433,AL,2021-03-08,65.0,4903185,1.3256689274420606
434,AL,2021-03-09,69.0,4903185,1.4072485537461874
435,AL,2021-03-10,69.0,4903185,1.4072485537461874
436,AL,2021-03-11,59.0,4903185,1.2032994879858705
437,AL,2021-03-12,71.0,4903185,1.4480383668982508
438,AL,2021-03-13,51.0,4903185,1.0401402353776168
439,AL,2021-03-14,53.0,4903185,1.0809300485296802
440,AL,2021-03-15,115.0,4903185,2.3454142562436457
441,AL,2021-03-16,64.0,4903185,1.305274020866029
442,AL,2021-03-17,61.0,4903185,1.2440893011379337
443,AL,2021-03-18,73.0,4903185,1.4888281800503143
444,AL,2021-03-19,109.0,4903185,2.2230448167874557
445,AL,2021-03-20,77.0,4903185,1.5704078063544409
446,AL,2021-03-21,59.0,4903185,1.2032994879858705
447,AL,2021-03-22,74.0,4903185,1.5092230866263459
448,AL,2021-03-23,73.0,4903185,1.4888281800503143
449,AL,2021-03-24,59.0,4903185,1.2032994879858705
450,AL,2021-03-25,67.0,4903185,1.366458740594124
451,AL,2021-03-26,61.0,4903185,1.2440893011379337
452,AL,2021-03-27,59.0,4903185,1.2032994879858705
453,AL,2021-03-28,66.0,4903185,1.3460638340180924
454,AL,2021-03-29,63.0,4903185,1.2848791142899973
455,AL,2021-03-30,58.0,4903185,1.1829045814098387
456,AL,2021-03-31,47.0,4903185,0.9585606090734899
457,AL,2021-04-01,67.0,4903185,1.366458740594124
458,AL,2021-04-02,41.0,4903185,0.8361911696172999
459,AL,2021-04-03,48.0,4903185,0.9789555156495218
460,AL,2021-04-04,45.0,4903185,0.9177707959214266
461,AL,2021-04-05,62.0,4903185,1.2644842077139655
462,AL,2021-04-06,59.0,4903185,1.2032994879858705
463,AL,2021-04-07,60.0,4903185,1.223694394561902
464,AL,2021-04-08,54.0,4903185,1.1013249551057118
465,AL,2021-04-09,53.0,4903185,1.0809300485296802
466,AL,2021-04-10,46.0,4903185,0.9381657024974582
467,AL,2021-04-11,43.0,4903185,0.8769809827693632
468,AL,2021-04-12,49.0,4903185,0.9993504222255534
469,AL,2021-04-13,43.0,4903185,0.8769809827693632
470,AL,2021-04-14,66.0,4903185,1.3460638340180924
471,AL,2021-04-15,51.0,4903185,1.0401402353776168
472,AL,2021-04-16,69.0,4903185,1.4072485537461874
473,AL,2021-04-17,67.0,4903185,1.366458740594124
474,AL,2021-04-18,64.0,4903185,1.305274020866029
475,AL,2021-04-19,78.0,4903185,1.5908027129304727
476,AL,2021-04-20,69.0,4903185,1.4072485537461874
477,AL,2021-04-21,69.0,4903185,1.4072485537461874
478,AL,2021-04-22,57.0,4903185,1.162509674833807
479,AL,2021-04-23,63.0,4903185,1.2848791142899973
480,AL,2021-04-24,53.0,4903185,1.0809300485296802
481,AL,2021-04-25,53.0,4903185,1.0809300485296802
482,AL,2021-04-26,57.0,4903185,1.162509674833807
483,AL,2021-04-27,51.0,4903185,1.0401402353776168
484,AL,2021-04-28,53.0,4903185,1.0809300485296802
485,AL,2021-04-29,71.0,4903185,1.4480383668982508
486,AL,2021-04-30,65.0,4903185,1.3256689274420606
487,AL,2021-05-01,61.0,4903185,1.2440893011379337
488,AL,2021-05-02,92.0,4903185,1.8763314049949165
